Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
32388712,The Ministry of Utmost Happiness,Arundhati Roy,"Roy, Arundhati",,"=""067008963X""","=""9780670089635""",0,3.54,Hamish Hamilton,Hardcover,445,2017,2017,,2021/11/30,to-read,to-read (#91),to-read,,,,0,0
52954717,The World: A Brief Introduction,Richard N. Haass,"Haass, Richard N.",,"=""0399562397""","=""9780399562396""",1,3.85,Penguin Press,Hardcover,400,2020,2020,,2021/11/29,,,read,This book seems to be an American viewpoint of the world providing highly biased views.,,,1,0
40000474,99 Variations on a Proof,Philip Ording,"Ording, Philip",,"=""0691158835""","=""9780691158839""",0,4.31,Princeton University Press,Hardcover,272,2019,2019,,2021/11/26,to-read,to-read (#90),to-read,,,,0,0
11412923,The Nature of Things,Lucretius,"Lucretius, Lucretius","A.E. Stallings, Richard Jenkyns","=""1101489979""","=""9781101489970""",0,3.97,Penguin Group (USA),ebook,336,2007,-55,,2021/11/14,to-read,to-read (#89),to-read,,,,0,0
57004637,The Book of Form and Emptiness,Ruth Ozeki,"Ozeki, Ruth",,"=""0399563644""","=""9780399563645""",0,4.03,Viking,Hardcover,548,2021,2021,,2021/11/14,to-read,to-read (#88),to-read,,,,0,0
58092792,Home in the World: A Memoir,Amartya Sen,"Sen, Amartya",,"=""1324091614""","=""9781324091615""",0,4.16,Liveright,Hardcover,480,2022,2021,,2021/11/11,to-read,to-read (#87),to-read,,,,0,0
30597,The Hunchback of Notre-Dame,Victor Hugo,"Hugo, Victor","Walter J. Cobb, Lucie Konvičková","=""0451527887""","=""9780451527882""",0,4.02,Signet Classics,Paperback,510,2001,1831,,2021/11/11,,,read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""""","=""""",0,4.20,Penguin,Mass Market Paperback,1463,1987,1862,,2021/11/11,to-read,to-read (#86),to-read,,,,0,0
54503521,A Thousand Brains: A New Theory of Intelligence,Jeff Hawkins,"Hawkins, Jeff",Richard Dawkins,"=""1541675819""","=""9781541675810""",0,4.06,Basic Books,Hardcover,288,2021,2021,,2021/10/10,to-read,to-read (#85),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.04,Penguin Press,Hardcover,246,2019,2019,,2021/09/29,to-read,to-read (#84),to-read,,,,0,0
32832,The Lighthouse at the End of the World,Jules Verne,"Verne, Jules",,"=""1589630947""","=""9781589630949""",0,3.64,Fredonia Books (NL),Paperback,260,2001,1905,,2021/09/27,to-read,to-read (#83),to-read,,,,0,0
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,"=""038039586X""","=""9780380395866""",0,4.08,Avon Books,Mass Market Paperback,478,1975,1972,,2021/09/27,to-read,to-read (#82),to-read,,,,0,0
48989633,Boom and Bust: A Global History of Financial Bubbles,William Quinn,"Quinn, William",John D. Turner,"=""1108421253""","=""9781108421256""",0,4.00,Cambridge University Press,Hardcover,296,2020,2020,,2021/09/27,to-read,to-read (#81),to-read,,,,0,0
21963675,Against the Tide: Rickover's Leadership Principles and the Rise of the Nuclear Navy,Dave Oliver,"Oliver, Dave",,"=""1612517978""","=""9781612517971""",0,4.12,Naval Institute Press,Hardcover,192,2014,2014,,2021/09/27,to-read,to-read (#80),to-read,,,,0,0
45027848,"Mental Models: 30 Thinking Tools that Separate the Average From the Exceptional. Improved Decision-Making, Logical Analysis, and Problem-Solving.",Peter Hollins,"Hollins, Peter",,"=""""","=""""",0,3.97,PH Learning Inc.,Kindle Edition,257,2019,2019,,2021/09/23,to-read,to-read (#79),to-read,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,4.21,Chelsea Green Publishing,Paperback,218,2008,2008,,2021/09/23,to-read,to-read (#78),to-read,,,,0,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",0,4.00,Viking,Hardcover,288,2020,2020,,2021/09/07,to-read,to-read (#77),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.51,Ballantine Books,Hardcover,476,2021,2021,,2021/07/18,,,read,,,,1,0
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",ARGH! Oxford,"=""0857662937""","=""9780857662934""",0,4.04,Angry Robot,Paperback,460,2012,2012,,2021/07/12,to-read,to-read (#76),to-read,,,,0,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.15,Tor.com,ebook,144,2017,2017,,2021/06/25,to-read,to-read (#75),to-read,,,,0,0
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",0,4.18,Viking,Hardcover,487,2011,2011,,2021/06/18,"to-read, patrick-collison-green","to-read (#74), patrick-collison-green (#6)",to-read,,,,0,0
56815491,Elephants and Cheetahs: The Beauty of Operations,Saral Mukherjee,"Mukherjee, Saral",,"=""""","=""9789353052959""",0,4.50,Penguin Random House,Kindle Edition,308,2021,,,2021/06/17,to-read,to-read (#73),to-read,,,,0,0
17380034,Just Babies: The Origins of Good and Evil,Paul Bloom,"Bloom, Paul",,"=""0307886840""","=""9780307886842""",0,3.72,Crown,Hardcover,273,2013,2013,,2021/04/07,to-read,to-read (#72),to-read,,,,0,0
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.39,Viking,Hardcover,464,2014,2014,,2021/04/07,to-read,to-read (#71),to-read,,,,0,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""""","=""""",0,4.30,Harriman House,Paperback,252,2020,2020,,2021/03/15,to-read,to-read (#70),to-read,,,,0,0
16088047,The Scam,Debashis Basu,"Basu, Debashis",Sucheta Dalal,"=""8188154091""","=""""",0,3.96,Kensource,Paperback,378,2005,1993,,2021/02/17,to-read,to-read (#69),to-read,,,,0,0
58107,Bobby Fischer Teaches Chess,Bobby Fischer,"Fischer, Bobby","Stuart Margulies, Don Mosenfelder","=""0553263153""","=""9780553263152""",0,4.02,Bantam,Paperback,352,1982,1966,,2020/11/13,to-read,to-read (#68),to-read,,,,0,0
94582,The Affirmation of Life: Nietzsche on Overcoming Nihilism,Bernard Reginster,"Reginster, Bernard",,"=""0674021991""","=""9780674021990""",0,4.19,Harvard University Press,Hardcover,336,2006,2006,,2020/11/12,to-read,to-read (#67),to-read,,,,0,0
25817684,What to Think About Machines That Think: Today's Leading Thinkers on the Age of Machine Intelligence (Edge Question Series),John Brockman,"Brockman, John",,"=""006242565X""","=""9780062425652""",0,3.40,Harper Perennial,Paperback,576,2015,2015,,2020/11/09,to-read,to-read (#66),to-read,,,,0,0
44512554,Extraterrestrial Languages (Mit Press),Daniel Oberhaus,"Oberhaus, Daniel",,"=""0262043068""","=""9780262043069""",0,3.60,The MIT Press,Hardcover,264,2019,,,2020/11/08,to-read,to-read (#65),to-read,,,,0,0
570172,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,"Doidge, Norman",,"=""067003830X""","=""9780670038305""",0,4.20,Viking,Hardcover,427,2007,2007,,2020/11/06,to-read,to-read (#64),to-read,,,,0,0
49099937,No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,"Hastings, Reed",Erin Meyer,"=""0593152387""","=""9780593152386""",4,4.28,Random House Large Print,Paperback,464,2020,2020,,2020/11/03,to-read,to-read (#63),to-read,,,,0,0
4591,Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,"Ridley, Matt",,"=""0060894083""","=""9780060894085""",0,4.06,Harper Perennial,Paperback,344,2006,1999,,2020/10/30,to-read,to-read (#62),to-read,,,,0,0
50669534,Ottolenghi Flavor: A Cookbook,Yotam Ottolenghi,"Ottolenghi, Yotam","Ixta Belfrage, Tara Wigley","=""0399581758""","=""9780399581755""",0,4.36,Ten Speed Press,Hardcover,320,2020,2020,,2020/10/27,to-read,to-read (#61),to-read,,,,0,0
128429,Against the Gods: The Remarkable Story of Risk,Peter L. Bernstein,"Bernstein, Peter L.",,"=""0471295639""","=""9780471295631""",0,3.96,Wiley,Paperback,383,1998,1996,,2020/10/27,to-read,to-read (#60),to-read,,,,0,0
43487520,"Race, Islam and Power: Ethnic and Religious Violence in Post-Suharto Indonesia (Investigating Power)",Andreas Harsono,"Harsono, Andreas",,"=""192583509X""","=""9781925835090""",0,4.73,Monash University Publishing,Paperback,256,2019,,,2020/10/26,to-read,to-read (#59),to-read,,,,0,0
1768603,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562591""","=""9781416562597""",0,3.77,Free Press,Hardcover,276,2008,2008,,2020/10/25,to-read,to-read (#58),to-read,,,,0,0
36613747,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",0,4.27,ALLEN LANE,Hardcover,480,2018,2018,,2020/09/30,to-read,to-read (#57),to-read,,,,0,0
32618967,An Era of Darkness: The British Empire in India,Shashi Tharoor,"Tharoor, Shashi",,"=""938306465X""","=""9789383064656""",0,4.17,Aleph Book Company,Hardcover,360,2016,2016,,2020/09/25,to-read,to-read (#56),to-read,,,,0,0
881902,Sailing Alone around the World,Joshua Slocum,"Slocum, Joshua",Thomas Philbrick,"=""0140437363""","=""9780140437362""",0,4.15,Penguin Classics,Paperback,273,1999,1899,,2020/09/24,to-read,to-read (#55),to-read,,,,0,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",0,4.06,Broadway Books,Kindle Edition,352,2018,2004,,2020/09/23,to-read,to-read (#54),to-read,,,,0,0
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",0,4.18,Allyn & Bacon,Hardcover,105,1999,1918,,2020/09/23,to-read,to-read (#53),to-read,,,,0,0
4191136,Business adventures,John Brooks,"Brooks, John",,"=""0575003499""","=""9780575003491""",0,3.81,Littlehampton Book Services Ltd,Hardcover,408,1969,1969,,2020/09/22,,,read,,,,0,0
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",,"=""0060521996""","=""9780060521998""",0,4.05,HarperCollins Publishers,Paperback,320,2003,1997,,2020/09/21,to-read,to-read (#52),to-read,,,,0,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",0,4.09,Random House,Paperback,710,2000,2000,,2020/09/21,to-read,to-read (#51),to-read,,,,0,0
28210996,I Dissent: Ruth Bader Ginsburg Makes Her Mark,Debbie Levy,"Levy, Debbie",Elizabeth Baddeley,"=""1481465597""","=""9781481465595""",0,4.33,Simon Schuster Books for Young Readers,Hardcover,40,2016,2016,,2020/09/18,to-read,to-read (#50),to-read,,,,0,0
29868604,My Own Words,Ruth Bader Ginsburg,"Ginsburg, Ruth Bader","Mary Hartnett, Wendy W. Williams","=""150114524X""","=""9781501145247""",0,4.03,Simon & Schuster,Hardcover,400,2016,2016,,2020/09/18,to-read,to-read (#49),to-read,,,,0,0
5372644,Showing Up for Life: Thoughts on the Gifts of a Lifetime,Bill Gates Sr.,"Sr., Bill Gates",Mary Ann Mackin,"=""0385527012""","=""9780385527019""",0,3.75,Crown Business,Hardcover,208,2009,2009,,2020/09/16,to-read,to-read (#48),to-read,,,,0,0
519781,Ending Aging: The Rejuvenation Breakthroughs That Could Reverse Human Aging in Our Lifetime,Aubrey de Grey,"Grey, Aubrey de",Michael Rae,"=""""","=""9780312367060""",0,4.07,St. Martin's Press,Hardcover,389,2007,2007,,2020/09/15,to-read,to-read (#47),to-read,,,,0,0
3188964,The Doors of Perception,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",0,3.89,Chatto & Windus ,Hardcover,208,1954,1954,,2020/09/12,to-read,to-read (#46),to-read,,,,0,0
27323,Hiroshima,John Hersey,"Hersey, John",,"=""0679721037""","=""9780679721031""",0,4.03,Vintage,Paperback,152,1989,1946,,2020/09/07,to-read,to-read (#45),to-read,,,,0,0
9809,Invisible Cities,Italo Calvino,"Calvino, Italo","William Weaver, Erwin Salim, ترانه یلدا","=""0156453800""","=""9780156453806""",0,4.11,Harcourt,Paperback,165,1974,1972,,2020/09/05,to-read,to-read (#44),to-read,,,,0,0
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",0,4.32,Doubleday Books,Hardcover,450,2019,2019,,2020/08/16,to-read,to-read (#43),to-read,,,,0,0
29555865,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""""","=""""",0,4.36,Harper Business,Kindle Edition,285,2016,2016,,2020/08/15,to-read,to-read (#42),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,608,2015,2015,,2020/08/08,to-read,to-read (#41),to-read,,,,0,0
174372,The Cloudspotter's Guide,Gavin Pretor-Pinney,"Pretor-Pinney, Gavin",,"=""0399532560""","=""9780399532566""",0,4.11,Perigee Trade,Hardcover,320,2006,2006,,2020/07/25,to-read,to-read (#40),to-read,,,,0,0
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""1250237238""","=""9781250237231""",0,4.30,Metropolitan Books,Hardcover,339,2019,2019,,2020/07/17,to-read,to-read (#39),to-read,,,,0,0
40230101,The Mamba Mentality: How I Play,Kobe Bryant,"Bryant, Kobe","Pau Gasol, Phil Jackson, Andrew D. Bernstein","=""0374201234""","=""9780374201234""",0,4.27,MCD,Hardcover,208,2018,,,2020/07/01,to-read,to-read (#38),to-read,,,,0,0
356824,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,"Guha, Ramachandra",,"=""0060198818""","=""9780060198817""",0,4.39,Ecco,Hardcover,912,2007,2007,2020/06/25,2020/05/24,,,read,,,,1,0
27222940,Pandeymonium: Piyush Pandey On Advertising,Piyush Pandey,"Pandey, Piyush",,"=""0670088595""","=""9780670088591""",0,3.82,Penguin Books India,Hardcover,264,2015,2015,,2020/06/24,to-read,to-read (#37),to-read,,,,0,0
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",0,3.90,Houghton Mifflin Co.,Hardcover,374,2006,2006,,2020/06/09,to-read,to-read (#36),to-read,,,,0,0
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",0,3.88,"Penguin Press HC, The",Hardcover,307,2011,2011,,2020/06/07,to-read,to-read (#35),to-read,,,,0,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2020/06/07,to-read,to-read (#34),to-read,,,,0,0
304079,The Essential Rumi,Jalal ad-Din Muhammad ar-Rumi,"ar-Rumi, Jalal ad-Din Muhammad","Coleman Barks, John Moyne","=""0062509594""","=""9780062509598""",0,4.39,HarperOne,Paperback,416,2004,1273,,2020/06/07,to-read,to-read (#33),to-read,,,,0,0
16144575,How Asia Works: Success and Failure in the World's Most Dynamic Region,Joe Studwell,"Studwell, Joe",,"=""080211959X""","=""9780802119599""",0,4.26,Grove Press,Hardcover,320,2013,2013,,2020/06/07,to-read,to-read (#32),to-read,,,,0,0
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,"Collins, James C.",Jim Collins,"=""0066620996""","=""9780066620992""",0,4.13,Harper Business,Hardcover,300,2001,2001,,2020/06/07,to-read,to-read (#31),to-read,,,,0,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",0,4.47,Scribner,Hardcover,400,2016,2016,,2020/06/07,to-read,to-read (#30),to-read,,,,0,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.25,Harper Business,Paperback,623,2006,1949,,2020/06/07,to-read,to-read (#29),to-read,,,,0,0
48019,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker,"Drucker, Peter F.",,"=""0060833459""","=""9780060833459""",0,4.08,Harper Business,Paperback,208,2006,1966,,2020/06/07,to-read,to-read (#28),to-read,,,,0,0
78983,"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,"Archer, Jeffrey",,"=""0312995059""","=""9780312995058""",0,4.33,St. Martin's Paperbacks,Paperback,592,2004,1979,,2020/06/07,to-read,to-read (#27),to-read,,,,0,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",0,3.88,Signet Book,Mass Market Paperback,704,1996,1943,,2020/06/07,to-read,to-read (#26),to-read,,,,0,0
28439264,Spaceman: An Astronaut's Unlikely Journey to Unlock the Secrets of the Universe,Mike Massimino,"Massimino, Mike",,"=""1101903554""","=""9781101903551""",0,4.54,Crown Archetype,ebook,320,2016,2016,,2020/06/07,to-read,to-read (#25),to-read,,,,0,0
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,"=""1580056776""","=""9781580056779""",0,4.49,Seal Press,Hardcover,248,2018,2018,,2020/06/06,to-read,to-read (#24),to-read,,,,0,0
6642715,The Forty Rules of Love,Elif Shafak,"Shafak, Elif",,"=""""","=""""",5,4.12,Viking,Hardcover,354,2010,2009,,2020/06/06,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2020/06/06,2020/04/25,,,read,,,,1,0
35259724,Behold the Dreamers,Imbolo Mbue,"Mbue, Imbolo",,"=""0525509712""","=""9780525509714""",0,3.95,Random House Trade Paperbacks,Paperback,400,2017,2016,,2020/05/30,to-read,to-read (#19),to-read,,,,0,0
126381,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.18,Harper Perennial,Paperback,336,2005,2003,,2020/05/30,to-read,to-read (#20),to-read,,,,0,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",0,3.96,Vintage,Paperback,324,2004,1987,,2020/05/30,to-read,to-read (#21),to-read,,,,0,0
38255372,"Well-Read Black Girl: Finding Our Stories, Discovering Ourselves",Glory Edim,"Edim, Glory","Jesmyn Ward, Lynn Nottage, Jacqueline Woodson, Gabourey Sidibe, Morgan Jerkins, Tayari Jones, Rebecca Walker, Barbara     Smith, Zinzi Clemmons, N.K. Jemisin, Nicole Y. Dennis-Benn, Jamia Wilson","=""0525619771""","=""9780525619772""",0,4.37,Ballantine Books,Hardcover,201,2018,2018,,2020/05/30,to-read,to-read (#22),to-read,,,,0,0
353598,"Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment",Patricia Hill Collins,"Collins, Patricia Hill",,"=""0415924847""","=""9780415924849""",0,4.40,Routledge,Paperback,336,1999,1990,,2020/05/31,to-read,to-read (#23),to-read,,,,0,0
12840006,नटरंग,Anand Yadav,"Yadav, Anand",,"=""8177665138""","=""9788177665130""",0,4.13,Mehta Publishing House,Paperback,196,1980,1980,,2020/05/28,to-read,to-read (#18),to-read,,,,0,0
16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,"=""1476729085""","=""9781476729084""",4,4.02,Simon & Schuster,Hardcover,292,2013,2013,,2020/03/29,,,read,,,,1,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.35,Abrams Press,Hardcover,448,2019,2019,2020/05/24,2020/04/01,,,read,,,,1,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""""","=""""",0,4.40,Random House,Kindle Edition,208,2016,2016,2020/05/24,2020/04/01,,,read,,,,1,0
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,"=""""","=""""",0,4.41,Random House,Hardcover,272,2019,2019,,2020/05/18,to-read,to-read (#17),to-read,,,,0,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,,2020/05/18,to-read,to-read (#16),to-read,,,,0,0
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",0,4.22,Andy Weir / Galactanet,ebook,3,2009,2009,,2020/05/08,,,read,,,,1,0
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Peter Gay, Joel Rotenberg, Стефан Цвайг","=""1590171691""","=""9781590171691""",0,4.27,NYRB Classics,Paperback,104,2005,1942,,2020/05/08,to-read,to-read (#15),to-read,,,,0,0
14836,Midnight’s Children,Salman Rushdie,"Rushdie, Salman",,"=""0099578514""","=""9780099578512""",5,3.98,Vintage,Paperback,647,1995,1981,,2020/05/06,,,read,,,,1,0
22085568,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,"Meyer, Erin",,"=""""","=""""",0,4.34,PublicAffairs,Kindle Edition,290,2014,2014,,2020/05/06,to-read,to-read (#14),to-read,,,,0,0
10310,"The Argumentative Indian: Writings on Indian History, Culture and Identity",Amartya Sen,"Sen, Amartya",,"=""031242602X""","=""9780312426026""",0,3.83,Picador,Paperback,409,2006,2005,,2020/05/03,to-read,to-read (#13),to-read,,,,0,0
42778728,Disunited Nations: Succeeding in a World Where No One Gets Along,Peter Zeihan,"Zeihan, Peter",,"=""0062913697""","=""9780062913692""",0,4.25,HarperBusiness,ebook,256,2019,2020,,2020/04/29,to-read,to-read (#12),to-read,,,,0,0
141565,This Is Your Brain on Music,Daniel J. Levitin,"Levitin, Daniel J.",,"=""0525949690""","=""9780525949695""",0,3.89,Dutton Adult,Hardcover,314,2006,2006,,2020/04/25,to-read,to-read (#11),to-read,,,,0,0
3950967,"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,"Rowling, J.K.",Hermione Granger,"=""0747599874""","=""9780747599876""",5,4.04,Bloomsbury,Hardcover,105,2008,2008,2020/04/25,2020/04/25,,,read,,,,1,0
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",1,4.00,"Little, Brown and Company",Hardcover,388,2019,2019,,2020/04/01,,,read,,,,1,0
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",0,4.17,Vintage,Paperback,746,1989,1949,2020/04/24,2020/04/22,,,read,,,,1,0
8493026,The Philosophy Book: Big Ideas Simply Explained,Will Buckingham,"Buckingham, Will","Douglas Burnham, Clive Hill, Peter J. King, John Marenbon, Marcus Weeks","=""0756668611""","=""9780756668617""",0,4.17,DK Publishing,Hardcover,352,2011,2010,,2020/04/22,,,read,,,,1,0
18521,A Room of One’s Own,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.21,Penguin Books,Paperback,112,2000,1929,2020/04/21,2020/04/17,,,read,,,,1,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",5,3.79,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2020/04/19,,,read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",4,4.07,Bantam Books,Mass Market Paperback,152,1981,1922,2020/04/19,2020/03/26,,,read,,,,1,0
195024,A Mathematician Reads the Newspaper,John Allen Paulos,"Paulos, John Allen",,"=""038548254X""","=""9780385482547""",0,3.59,Anchor,Paperback,224,1997,,,2020/04/12,to-read,to-read (#10),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.33,Grand Central Publishing,Kindle Edition,496,2017,2017,,2020/04/02,to-read,to-read (#9),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2020/04/01,to-read,to-read (#8),to-read,,,,0,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2020/04/01,to-read,to-read (#7),to-read,,,,0,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.94,Knopf,Hardcover,944,2011,2009,,2020/04/01,to-read,to-read (#6),to-read,,,,0,0
43171395,Game Changer: AlphaZero's Groundbreaking Chess Strategies and the Promise of AI,Matthew Sadler,"Sadler, Matthew",Natasha Regan,"=""9056918184""","=""9789056918187""",0,4.22,New in Chess,Paperback,416,2019,2019,,2020/04/01,to-read,to-read (#5),to-read,,,,0,0
44244975,The Ethical Algorithm: The Science of Socially Aware Algorithm Design,Michael Kearns,"Kearns, Michael",Aaron Roth,"=""0190948205""","=""9780190948207""",0,4.12,Oxford University Press,Hardcover,232,2019,,,2020/04/01,to-read,to-read (#4),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.14,Riverhead Books,Hardcover,352,2019,2019,,2020/04/01,to-read,to-read (#3),to-read,,,,0,0
42403122,The Code: Silicon Valley and the Remaking of America,Margaret O'Mara,"O'Mara, Margaret",,"=""0399562192""","=""9780399562198""",0,3.95,Penguin Books,ebook,512,2019,2019,,2020/04/01,to-read,to-read (#2),to-read,,,,0,0
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0307269191""","=""9780307269195""",4,3.87,Knopf Publishing Group,Hardcover,188,2008,2007,2020/03/26,2020/03/24,,,read,,,,1,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",0,3.94,Vintage International,Paperback,348,2003,1985,,2020/03/25,to-read,to-read (#1),to-read,,,,0,0
