Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
23129659,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,"Gibson, Lindsay C.",,"=""1626251703""","=""9781626251700""",4,4.39,New Harbinger Publications,Paperback,216,2015,2015,2024/01/05,2023/11/23,,,read,"This books defines various emotionally immature behavior and how it stems from parents. Difficultly to reflect and be in touch with your deepest selves, avoidance, internalizing/externalizing, over-intellectualization could be some coping traits. This book helps identifies such behavior in yourself and those around you and how it affects finding future partners. This book also describes traits of emotionally mature citing notable papers in psychology. Overall a good read!",,,1,0
2298377,Microeconomics in Context,Neva R. Goodwin,"Goodwin, Neva R.","Frank Ackerman, Julie A. Nelson","=""061834599X""","=""9780618345991""",0,4.00,Cengage Learning,Paperback,512,2004,2003,,2024/01/05,to-read,to-read (#309),to-read,,,,0,0
39088590,Gene Machine: The Race to Decipher the Secrets of the Ribosome,Venki Ramakrishnan,"Ramakrishnan, Venki",,"=""0465093361""","=""9780465093366""",0,4.01,Basic Books,Hardcover,288,2018,2018,,2024/01/05,to-read,to-read (#308),to-read,,,,0,0
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,"Sowell, Thomas",,"=""0465081452""","=""9780465081455""",0,4.36,Basic Books,Hardcover,448,2003,2000,,2024/01/05,to-read,to-read (#307),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",4,4.23,Bloomsbury,Hardcover,272,2020,2020,2024/01/04,2023/12/20,,,read,Imaginative and evocative. Worth the hype!,,,1,0
54304287,The Founders: The Story of Paypal and the Entrepreneurs Who Shaped Silicon Valley,Jimmy Soni,"Soni, Jimmy",,"=""1501197266""","=""9781501197260""",0,4.24,Simon & Schuster,Hardcover,496,2022,2022,,2024/01/04,to-read,to-read (#306),to-read,,,,0,0
51648276,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"Tokarczuk, Olga","Antonia Lloyd-Jones, Beata Poźniak","=""""","=""""",0,3.95,Penguin Audio,Audible Audio,12,2019,2009,,2024/01/03,to-read,to-read (#305),to-read,,,,0,0
36739769,The Third Door: The Wild Quest to Uncover How the World's Most Successful People Launched Their Careers,Alex Banayan,"Banayan, Alex",,"=""""","=""""",0,4.16,Currency,Hardcover,320,2018,2018,,2023/12/30,to-read,to-read (#304),to-read,,,,0,0
567610,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles van Doren,"=""""","=""""",0,3.98,"Simon & Schuster, Inc",Paperback,426,1972,1940,,2023/12/27,to-read,to-read (#303),to-read,,,,0,0
977262,Asimov's New Guide To Science,Isaac Asimov,"Asimov, Isaac",,"=""0465004733""","=""9780465004737""",0,4.37,Basic Books (NY),Hardcover,940,1985,1960,,2023/12/27,to-read,to-read (#302),to-read,,,,0,0
18197165,Bicycle Design: An Illustrated History,Tony Hadland,"Hadland, Tony",Hans-Erhard Lessing,"=""0262026759""","=""9780262026758""",0,4.08,Mit Pr,Hardcover,564,2014,2014,,2023/12/27,to-read,to-read (#301),to-read,,,,0,0
164515,Orality and Literacy: The Technologizing of the Word,Walter J. Ong,"Ong, Walter J.",,"=""0415281296""","=""9780415281294""",0,4.13,Routledge,Paperback,216,2002,1982,,2023/12/27,to-read,to-read (#300),to-read,,,,0,0
150437,A Farewell to Alms: A Brief Economic History of the World,Gregory Clark,"Clark, Gregory",,"=""0691121354""","=""9780691121352""",0,3.74,Princeton University Press,Hardcover,432,2007,2007,,2023/12/27,to-read,to-read (#299),to-read,,,,0,0
202469,Quantum Electrodynamics (Frontiers in Physics),Richard P. Feynman,"Feynman, Richard P.",,"=""0201360756""","=""9780201360752""",0,4.36,CRC Press,Paperback,208,1971,1962,,2023/12/27,to-read,to-read (#298),to-read,,,,0,0
34811390,"Pacific: Silicon Chips and Surfboards, Coral Reefs and Atom Bombs, Brutal Dictators, Fading Empires, and the Coming Collision of the World's Superpowers",Simon Winchester,"Winchester, Simon",,"=""""","=""""",0,4.04,Harper,Kindle Edition,512,2015,2015,,2023/12/27,to-read,to-read (#297),to-read,,,,0,0
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""0307719219""","=""9780307719218""",0,4.08,Crown Currency,Hardcover,529,2012,2012,,2023/12/20,to-read,to-read (#296),to-read,,,,0,0
10638,The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,"Penrose, Roger",,"=""0679776311""","=""9780679776314""",0,4.15,Vintage,Paperback,1099,2007,2004,,2023/11/28,to-read,to-read (#295),to-read,,,,0,0
33369254,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""1491973897""","=""9781491973899""",0,4.27,O'Reilly Media,Paperback,226,2017,2017,,2023/04/02,to-read,to-read (#294),to-read,,,,0,0
218357,The Space Between Us,Thrity Umrigar,"Umrigar, Thrity",,"=""006079156X""","=""9780060791568""",0,4.02,Harper Perennial,Paperback,321,2007,2005,,2023/12/25,to-read,to-read (#293),to-read,,,,0,0
9410434,"The Art of Computer Programming, Volumes 1-4A Boxed Set",Donald Ervin Knuth,"Knuth, Donald Ervin",Donald John Fuller,"=""0321751043""","=""9780321751041""",0,4.73,Addison-Wesley Professional,Hardcover,3168,2011,2011,,2023/12/23,to-read,to-read (#292),to-read,,,,0,0
21856367,"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""147670869X""","=""9781476708690""",0,4.11,Simon and Schuster,Hardcover,542,2014,2011,,2023/12/23,to-read,to-read (#291),to-read,,,,0,0
201357,"Information Theory, Inference, and Learning Algorithms",David J.C. MacKay,"MacKay, David J.C.",,"=""0521642981""","=""9780521642989""",0,4.51,Cambridge University Press,Hardcover,640,2003,2002,,2023/08/15,"to-read, stats-ml","to-read (#222), stats-ml (#1)",to-read,,,,0,0
43889703,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,"=""0241309727""","=""9780241309728""",5,4.03,Portfolio Penguin,Paperback,359,2019,2019,,2021/11/30,,,read,,,,1,0
59340301,Burn Rate: Launching a Startup and Losing My Mind,Andy     Dunn,"Dunn, Andy",,"=""""","=""""",0,4.38,Crown Currency,Kindle Edition,321,2022,,,2023/12/20,to-read,to-read (#289),to-read,,,,0,0
9854,The End of Poverty: Economic Possibilities for Our Time,Jeffrey D. Sachs,"Sachs, Jeffrey D.",,"=""0143036580""","=""9780143036586""",0,3.69,Penguin Books,Paperback,464,2006,2005,,2023/12/20,to-read,to-read (#288),to-read,,,,0,0
18685328,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,"=""""","=""""",0,4.11,Jossey-Bass,Kindle Edition,242,2011,2002,,2023/12/19,to-read,to-read (#287),to-read,,,,0,0
34451267,Radical Candor: How to Get What You Want by Saying What You Mean,Kim Malone Scott,"Scott, Kim Malone",,"=""1509845372""","=""9781509845378""",0,4.07,Macmillan,Kindle Edition,269,2017,2017,,2023/12/19,to-read,to-read (#286),to-read,,,,0,0
774088,Difficult Conversations: How to Discuss What Matters Most,Douglas Stone,"Stone, Douglas","Bruce Patton, Sheila Heen, Roger Fisher","=""014028852X""","=""9780140288520""",0,4.07,Penguin Books,Paperback,250,2000,1999,,2023/12/19,to-read,to-read (#285),to-read,,,,0,0
15798078,Decisive: How to Make Better Choices in Life and Work,Chip Heath,"Heath, Chip",Dan Heath,"=""0307956393""","=""9780307956392""",0,3.96,Crown Currency,Hardcover,336,2013,2013,,2023/12/19,to-read,to-read (#284),to-read,,,,0,0
33517721,The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,"Coyle, Daniel",,"=""0804176981""","=""9780804176989""",0,4.26,Bantam,Hardcover,304,2018,2017,,2023/12/19,to-read,to-read (#283),to-read,,,,0,0
45303387,An Elegant Puzzle: Systems of Engineering Management,Will Larson,"Larson, Will",,"=""1953953336""","=""9781953953339""",0,4.09,Stripe Press,Kindle Edition,289,2019,2019,,2023/12/19,to-read,to-read (#282),to-read,,,,0,0
144409,From Third World to First: The Singapore Story: 1965-2000,Lee Kuan Yew,"Yew, Lee Kuan",Henry Kissinger,"=""0060197765""","=""9780060197766""",5,4.45,Harper,Hardcover,752,2000,2000,,2023/12/18,,,read,"Absolutely amazing read! An enthralling book that delves into complexities of building a nation amidst tense relations with Malaysia, virtually no army, economic pressures, racial divide, etc. Written by Singapore's first Prime Minister following its split from Malaysia, this book offers a detailed account of the policies and strategies that transformed Singapore from rubbles into a flourishing nation.",true,,1,0
354783,Mendeleyev's Dream,Paul Strathern,"Strathern, Paul",,"=""0425184676""","=""9780425184677""",3,4.02,Berkley Trade,Trade Paperback,309,2002,2001,,2023/12/09,,,read,,,,1,0
51566504,Greatest Works of Rabindranath Tagore,Rabindranath Tagore,"Tagore, Rabindranath",,"=""9389053366""","=""9789389053364""",0,4.35,Fingerprint! Publishing,Hardcover,672,2019,1961,,2023/12/15,to-read,to-read (#281),to-read,,,,0,0
10746542,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,"=""0224094157""","=""9780224094153""",0,3.74,Jonathan Cape,Hardcover,150,2011,2011,,2023/12/13,to-read,to-read (#279),to-read,,,,0,0
500901,How to Be an Adult in Relationships: The Five Keys to Mindful Loving,David Richo,"Richo, David",Kathlyn Hendricks,"=""1570628122""","=""9781570628122""",4,4.15,Shambhala,Paperback,265,2002,2002,,2023/12/10,,,read,"3.5 stars. Interesting book. I usually avoid reading books on this topic, so it was an interesting read. Author is a psychotherapist who jots down his experience and recommendations post observing many cases. I did not agree with author fully and I do not have enough data points to judge the validity of his methods. However, this book does a great job providing an overview of relationship, subconscious needs, typical fallacies, etc. Definitely wished having read this earlier.<br/><br/>I liked Ch 3 which provides a general overview; read it with a grain of salt. Read this chapter if short on time.",,,1,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",5,4.39,Random House,Mass Market Paperback,384,2002,1980,,2023/12/07,,,read,"Absolutely amazing book and TV series and a great introduction to astronomy. Carl Sagan weaves a beautiful story of cosmos with stories of Ancient Greece, evolution of physics and scientific method, myths of Mars, etc. It is easy to understand why the series gained immense popularity and able to spark an enthusiasm for astronomy. Highly recommended!",,,1,0
54577353,Introduction to Theoretical Computer Science,Boaz Barak,"Barak, Boaz",,"=""""","=""""",0,4.80,,,640,2020,,,2023/12/11,to-read,to-read (#278),to-read,,,,0,0
33236606,रात पश्मीने की,Gulzar,"Gulzar, Gulzar",,"=""""","=""""",0,4.25,Rupa Publications India,Kindle Edition,180,2002,2002,,2023/12/10,to-read,to-read (#277),to-read,,,,0,0
11797471,The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner,"Gertner, Jon",,"=""1594203288""","=""9781594203282""",0,4.19,Penguin Press,Hardcover,432,2012,2012,,2023/12/10,to-read,to-read (#276),to-read,,,,0,0
20579068,Atomic Accidents: A History of Nuclear Meltdowns and Disasters: From the Ozark Mountains to Fukushima,James Mahaffey,"Mahaffey, James",,"=""1480447749""","=""9781480447745""",0,4.22,Pegasus Books,ebook,352,2014,2014,,2023/12/09,to-read,to-read (#275),to-read,,,,0,0
25595469,Nuclear Physics: A Very Short Introduction (Very Short Introductions),Frank Close,"Close, Frank",,"=""0191028738""","=""9780191028731""",0,4.21,OUP Oxford,Kindle Edition,132,2015,2015,,2023/12/09,to-read,to-read (#274),to-read,,,,0,0
8793836,Energy Myths and Realities: Bringing Science to the Energy Policy Debate,Vaclav Smil,"Smil, Vaclav",,"=""0844743283""","=""9780844743288""",0,3.87,AEI Press,Hardcover,232,2010,2010,,2023/12/09,to-read,to-read (#273),to-read,,,,0,0
6899290,"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long",David Rock,"Rock, David",,"=""0061771295""","=""9780061771293""",0,4.09,Harper Business,Hardcover,246,2009,2009,,2023/12/08,to-read,to-read (#272),to-read,,,,0,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.22,Harper Business,Paperback,320,2006,1984,,2023/12/07,to-read,to-read (#271),to-read,,,,0,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Leon Trotsky, Samuel Moore, Erkin Özalp, Amanda Lee, Antonio Carlos Braga, Aldrin Alexander Evies, Oqtay Eloğlu","=""0140447571""","=""9780140447576""",0,3.66,Penguin Books,Paperback,288,2002,1848,,2023/12/07,to-read,to-read (#270),to-read,,,,0,0
4914104,Great Ideas the Invisible Hand (Penguin Great Ideas),Adam Smith,"Smith, Adam",,"=""0141036818""","=""9780141036816""",0,3.66,Penguin UK,Paperback,144,2008,1759,,2023/12/07,to-read,to-read (#269),to-read,,,,0,0
61102803,Invention and Innovation: A Brief History of Hype and Failure,Vaclav Smil,"Smil, Vaclav",,"=""0262048051""","=""9780262048057""",0,3.87,The MIT Press,Hardcover,232,2023,2023,,2023/12/06,to-read,to-read (#268),to-read,,,,0,0
582067,Anti-Intellectualism in American Life,Richard Hofstadter,"Hofstadter, Richard",,"=""0394703170""","=""9780394703176""",0,4.12,Vintage,Paperback,434,1964,1963,,2023/12/06,to-read,to-read (#267),to-read,,,,0,0
9639765,Life on Mars: Poems,Tracy K. Smith,"Smith, Tracy K.",,"=""1555975844""","=""9781555975845""",0,4.10,Graywolf Press,Paperback,75,2011,2011,,2023/12/06,to-read,to-read (#266),to-read,,,,0,0
16144853,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,"Sinek, Simon",,"=""1591845327""","=""9781591845324""",0,4.10,Portfolio,Hardcover,350,2014,2014,,2023/12/06,to-read,to-read (#265),to-read,,,,0,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""0140280197""","=""9780140280197""",3,4.12,Penguin Books,Paperback,452,2000,1998,,2023/12/06,,,read,"Office politics in a nutshell. Reading this probably made me a tad more evil. As someone who often believes in inherent goodness of people, this felt a hard read; though I have noticed the laws mentioned in play on various occasions.",,,1,0
18701205,Online Matching and Ad Allocation (Foundations and Trends(r) in Theoretical Computer Science),Aranyak Mehta,"Mehta, Aranyak",,"=""1601987188""","=""9781601987181""",5,5.00,Now Publishers,Paperback,120,2013,2013,2023/12/06,2023/07/05,,,read,,,,1,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.33,Scribner,Hardcover,571,2010,2010,,2023/12/06,to-read,to-read (#264),to-read,,,,0,0
36001646,Remnants of a Separation: A History of the Partition through Material Memory,Aanchal Malhotra,"Malhotra, Aanchal",,"=""9352770137""","=""9789352770137""",0,4.46,HarperCollins,Kindle Edition,549,2017,2018,,2023/12/05,to-read,to-read (#263),to-read,,,,0,0
35073731,Bhagvad Gita - Yatharoop,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana",A.C. Prabhupāda,"=""938598618X""","=""9789385986185""",0,4.25,BHAKTIVEDANTA BOOK TRUST,Hardcover,644,2016,1968,,2023/12/03,to-read,to-read (#262),to-read,,,,0,0
661723,Bushido: The Soul of Japan (The ^AWay of the Warrior Series),Nitobe Inazō,"Inazō, Nitobe",,"=""4770027311""","=""9784770027313""",3,3.86,Kodansha USA,Hardcover,160,2002,1899,,2022/10/24,,,read,,,,1,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",4,3.96,Harper Press,Paperback,170,2005,-400,,2023/12/02,,,read,,,,1,0
44245196,The Great Mental Models: General Thinking Concepts,Shane Parrish,"Parrish, Shane",Rhiannon Beaubien,"=""""","=""""",0,4.08,Latticework Publishing Inc.,Audiobook,216,2019,2018,,2023/12/01,to-read,to-read (#261),to-read,,,,0,0
944652,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.",Peter E. Kaufman,"=""157864366X""","=""9781578643660""",4,4.42,Donning Co Pub,Hardcover,512,2006,2005,2023/11/29,2021/11/11,,,read,"Charlie Munger seems a broad thinker and interested in reading various topics. He seems to draw inspiration from multiple disciplines like card games, psychology, history, sciences, etc. One of my main takeaways from this book has been being multi-disciplinary, and building a latticework of mental models and hang your experience in there.<br/><br/>Some important points listed here: https://fs.blog/munger-worldly-wisdom/<br/><br/>———————<br/><br/>Currently at 1/3rd progress, thought to review the good parts lest I forget.<br/><br/>The first two chapters (not written by Charlie Munger) is a compilation of opinion of Charlier Munger from his friends and associates. It feels very vacuous and a poor attempt to compile a biography. Third Chapter is again bits and pieces of information by Charlie.<br/><br/>Fourth Chapter is a compilation of his independent speeches and writing which has great nuggets of information! There are some generic advice splattered with good-to-great ones. Few things I liked:<br/><br/>1. Harvard commencement speech: Munger describes what should one do to be completely miserable in life. (Chemicals/drugs, envy, resentment, being unrealiable, learn everything you possibly can from your own personal experiences, minimizing objectivity, etc). I liked the negative approach of this delivery, since it creates a greater impression than a positive approach. Perhaps I will use this approach once.<br/><br/>https://jamesclear.com/great-speeches/how-to-guarantee-a-life-of-misery-by-charlie-munger<br/><br/>2. Emphasis on mental models and understanding limitation of our cognitive apparatus<br/>https://fs.blog/great-talks/psychology-human-misjudgment/<br/><br/>3. Emphasis on scientific method: One specific line which captured my attention:<br/>""Most people early achieve and later intensify a tendency to process new and discomforting information so that any original conclusion remains intact.""<br/>He seems a fan of Darwin who ""gave priority attention to evidence tending to disconfirm whatever cherished and hard-won theory he already had"".<br/><br/>4. Great emphasis on understanding human psychology<br/> <br/>5. Advantages of micro-specialization,<br/>facets of microeconomics <br/>... and more.<br/><br/>Really enjoying the fourth chapter. If you have read similar books before there might not be a lot of new content; Though it seems a fun and easy read, a lot of overlap with generally sound advice and gives an insight into typical areas of focus for an investment professional.",,,1,0
20821371,The Sense of Style: The Thinking Person's Guide to Writing in the 21st Century,Steven Pinker,"Pinker, Steven",,"=""0670025852""","=""9780670025855""",0,4.04,Viking,Hardcover,368,2014,2014,,2023/11/30,to-read,to-read (#260),to-read,,,,0,0
22463,The Origin of Species,Charles Darwin,"Darwin, Charles",,"=""""","=""""",0,4.01,Castle,Hardcover,703,2004,1859,,2023/11/30,to-read,to-read (#259),to-read,,,,0,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",0,3.80,Harvest Books,Paperback,209,1989,1927,,2023/11/13,to-read,to-read (#258),to-read,,,,0,0
14376,Einstein’s Dreams,Alan Lightman,"Lightman, Alan",,"=""140007780X""","=""9781400077809""",0,4.06,Vintage,Paperback,140,2004,1993,2023/11/29,2023/11/24,,,read,,,,1,0
648782,The Educated Mind: How Cognitive Tools Shape Our Understanding,Kieran Egan,"Egan, Kieran",,"=""0226190390""","=""9780226190396""",0,4.21,University of Chicago Press,Paperback,310,1998,1997,,2023/11/27,to-read,to-read (#257),to-read,,,,0,0
3339527,All Art is Propaganda: Critical Essays,George Orwell,"Orwell, George","George Packer, Keith Gessen","=""0151013551""","=""9780151013555""",0,4.23,Houghton Mifflin Harcourt,Hardcover,374,2008,1941,,2023/11/27,to-read,to-read (#256),to-read,,,,0,0
8837,"Wind, Sand and Stars",Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""0156027496""","=""9780156027496""",0,4.12,Mariner Books Classics,Paperback,229,2002,1939,,2023/11/27,to-read,to-read (#255),to-read,,,,0,0
10016013,Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",0,4.39,hpmor.com & fanfiction.net,ebook,2184,2015,2015,,2023/11/27,to-read,to-read (#254),to-read,,,,0,0
49796095,"Do Androids Dream of Electric Cars?: Public Transit in the Age of Google, Uber, and Elon Musk",James Wilt,"Wilt, James",,"=""1771134488""","=""9781771134484""",0,4.42,Between the Lines,Paperback,300,2020,,,2023/11/26,to-read,to-read (#253),to-read,,,,0,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",0,4.21,Harvest Books,Paperback,311,2005,1966,,2023/11/26,to-read,to-read (#252),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,544,2014,2014,,2023/11/24,to-read,to-read (#251),to-read,,,,0,0
23261448,The Science of Interstellar,Kip S. Thorne,"Thorne, Kip S.",Christopher      Nolan,"=""0393351378""","=""9780393351378""",0,4.28,W. W. Norton & Company,Paperback,336,2014,2015,,2022/12/14,to-read,to-read (#250),to-read,,,,0,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",5,4.26,Small Beer Press,ebook,281,2010,2002,,2022/01/02,,,read,"Leafed through 5 books in a flight, none quite interesting. Until I gladly discovered I had saved an offline copy of this book. Immediately hooked onto the stories and couldn’t stop reading until I completed the entire book. “Hell is the absence of God” was one of my favourites. Rationalist’s mind navigating through reasons to be granted blessings ultimately seemed to be a sinful act (as per the story) in itself.",,,1,0
9601,Bluebeard,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""038533351X""","=""9780385333511""",0,4.06,Dial Press Trade Paperback,Paperback,318,2011,1987,,2023/11/23,to-read,to-read (#249),to-read,,,,0,0
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""0141000511""","=""9780141000510""",0,4.16,Penguin Books,Paperback,464,2001,1984,,2023/11/23,to-read,to-read (#248),to-read,,,,0,0
896777,Antonio Gaudí: Master Architect,Juan Bassegoda Nonell,"Nonell, Juan Bassegoda",Melba Levick,"=""0789202204""","=""9780789202208""",0,4.24,Abbeville Press,Hardcover,144,2000,2000,,2023/11/23,to-read,to-read (#247),to-read,,,,0,0
749413,Gaudi: A Biography,Gijs van Hensbergen,"Hensbergen, Gijs van",,"=""0060935634""","=""9780060935634""",0,3.52,Harper Perennial,Paperback,400,2003,2001,,2023/11/23,to-read,to-read (#246),to-read,,,,0,0
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,"=""0451485076""","=""9780451485076""",0,4.01,Random House Audio Publishing Group,Audio CD,384,2017,2017,,2023/11/22,to-read,to-read (#245),to-read,,,,0,0
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,"Carse, James P.",,"=""0345341848""","=""9780345341846""",3,3.76,Ballantine,Paperback,180,1987,1986,2023/11/21,2023/08/06,,,read,,,,1,0
144405196,"The Worlds I See: Curiosity, Exploration, and Discovery at the Dawn of AI",Fei-Fei Li,"Li, Fei-Fei",,"=""""","=""""",4,4.40,Flatiron Books: A Moment of Lift Book,Hardcover,336,2023,,,2023/07/27,,,read,,,,1,0
792429,मधुशाला,Harivansh Rai Bachchan,"Bachchan, Harivansh Rai",हरिवंश राय बच्चन,"=""0140120092""","=""9780140120097""",0,4.45,Penguin Books Ltd,Paperback,1,1990,1935,,2023/11/14,to-read,to-read (#244),to-read,,,,0,0
66414,Gitanjali,Rabindranath Tagore,"Tagore, Rabindranath",W.B. Yeats,"=""1420926306""","=""9781420926309""",5,4.30,Digireads.com,Paperback,80,2005,1910,,2023/07/07,,,read,,,,1,0
41188320,Tales of Japan: Traditional Stories of Monsters and Magic,Kotaro Chiba,"Chiba, Kotaro","Lafcadio Hearn, Yei Theodora Ozaki","=""1452174466""","=""9781452174464""",2,3.88,Chronicle Books,Hardcover,176,2019,2019,,2023/08/16,,,read,,,,1,0
5659,The Wind in the Willows,Kenneth Grahame,"Grahame, Kenneth",Gillian Avery,"=""0143039091""","=""9780143039099""",0,4.01,Penguin Books,Paperback,197,2005,1908,,2023/11/14,to-read,to-read (#243),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",0,4.29,Modern Library,Paperback,279,2000,1813,,2023/11/13,to-read,to-read (#242),to-read,,,,0,0
19321,The Tale of Peter Rabbit,Beatrix Potter,"Potter, Beatrix",,"=""0723247706""","=""9780723247708""",5,4.22,Warne,Paperback,72,2002,1902,,2023/11/12,,,read,"An absolute delight! Being one of four sisters, constantly getting into troubles and taking unfortunate risks, Peter definitely represented me at 10 years old. This book transported me right to my childhood and I am definitely reading this to my nieces and nephews.",,,1,0
22522805,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""030727103X""","=""9780307271037""",0,3.58,Alfred A. Knopf,Hardcover,317,2015,2015,,2023/11/12,to-read,to-read (#241),to-read,,,,0,0
180995,Plato and a Platypus Walk Into a Bar: Understanding Philosophy Through Jokes,Thomas Cathcart,"Cathcart, Thomas",Daniel Klein,"=""""","=""""",3,3.76,Harry N. Abrams,Hardcover,200,2007,2006,,2023/10/21,,,read,,,,1,0
38821039,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,"=""0735219567""","=""9780735219564""",0,4.22,Portfolio,Hardcover,288,2019,2019,,2023/11/12,to-read,to-read (#240),to-read,,,,0,0
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt,"Hunt, Andy",Dave         Thomas,"=""020161622X""","=""9780201616224""",5,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,,2023/11/12,,,read,"This is one of my favorite meta-technical books that I read early in my career and has helped me immensely. I will go as far as to say, If you need to read one technical book in your career, this should be it.<br/><br/>The book presents broad frameworks on approaching your software career and building good software. There are some fun anecdotal stories “Stone Soup and Boiled Frogs”, top highlights of the chapter marked as Tips to help remember the content, how to deal with software entropy i.e. code rot, building situational awareness, etc. Re-reading the book now (after 10 years in the software industry, working with multiple languages, frameworks, and industries), I’ve come to appreciate the timelessness of its concepts.<br/>",,,1,0
52941755,The Math of Life and Death: 7 Mathematical Principles That Shape Our Lives,Kit Yates,"Yates, Kit",,"=""1982111879""","=""9781982111878""",0,3.91,Scribner,Hardcover,288,2020,2019,,2023/11/11,to-read,to-read (#239),to-read,,,,0,0
124625929,How to Expect the Unexpected: The Science of Making Predictions―and the Art of Knowing When Not To,Kit Yates,"Yates, Kit",,"=""1541604938""","=""9781541604933""",0,3.84,Basic Books,Hardcover,448,2023,2023,,2023/11/11,to-read,to-read (#238),to-read,,,,0,0
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",0,4.31,Vintage,Paperback,272,1995,1983,,2023/11/05,to-read,to-read (#237),to-read,,,,0,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",5,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2023/10/21,,,read,,,,1,0
10873488,Tennis Anatomy,Paul Roetert,"Roetert, Paul",Mark Kovacs,"=""0736089365""","=""9780736089364""",0,4.18,Human Kinetics,Paperback,216,2011,2011,,2023/07/13,to-read,to-read (#236),to-read,,,,0,0
4253377,"Essentials of Game Theory: A Concise, Multidisciplinary Introduction (Synthesis Lectures on Artificial Intelligence and Machine Learning)",Kevin Leyton-Brown,"Leyton-Brown, Kevin",,"=""1598295934""","=""9781598295931""",0,3.57,Morgan and Claypool Publishers,Paperback,104,2008,2008,,2023/07/08,to-read,to-read (#235),to-read,,,,0,0
